OrganizadorID,Organizador,VentasAjustadas,EgresosAjustados,MargenAjustado
1547,Casanova de Matos SRL,3148.22,0.0,3148.22
921,"Aguayo, Castaño y Esparza SRL",3143.9,0.0,3143.9
4751,De la Cruz y Zamora y Flia.,3950.5,807.45,3143.05
291,Santana-Haro y Asoc.,3693.98,553.25,3140.73
2089,Arteaga-Asensio SRL,3792.6,662.52,3130.08
4718,Reina-Lázaro y Asoc.,3125.16,0.0,3125.16
1258,Viajes Puente-Torres,3111.67,0.0,3111.67
4873,Gestora Noriega y Asoc.,4537.66,1431.13,3106.53
151,Air Marcos-Arreola,6082.41,2977.68,3104.73
3875,Correa-Escudero y Asoc.,3088.12,0.0,3088.12
105,Rosario de Chávez,3087.3,0.0,3087.3
4972,"Piñeiro, Casárez y Vanegas S. de H.",3081.24,0.0,3081.24
610,Barrios y Malave,3842.68,762.83,3079.85
767,Barrios y Maldonado y Flia.,4576.7,1501.99,3074.71
3208,Bernal-Concepción e Hijo,4588.44,1514.25,3074.19
1542,"Marrero, Ureña y Muro e Hijo",3073.43,0.0,3073.43
2884,Chavarría y Mares e Hijo,4624.0,1555.26,3068.74
3022,Navas y Puig,3067.5,0.0,3067.5
3507,Air Ozuna,4362.29,1300.44,3061.85
4077,Ocasio y Varela,3059.96,0.0,3059.96
1812,Ontiveros de Carrasco S. de H.,3051.06,0.0,3051.06
4266,"Abreu, Ocasio y Rolón e Hijo",3048.5,0.0,3048.5
1290,Centro Grijalva y Flia.,3037.82,0.0,3037.82
689,Grupo Anaya-González,3035.39,0.0,3035.39
176,Gestora Menéndez-Rojas,3035.07,0.0,3035.07
2719,"Heredia, Sola y Caldera SRL",3029.16,0.0,3029.16
3638,"Sedillo, Archuleta y Ozuna y Flia.",3020.98,0.0,3020.98
1903,Román de Ojeda,3015.77,0.0,3015.77
888,Caldera de Anguiano,3014.42,0.0,3014.42
1736,"Alejandro, Viera y Cabello y Asoc.",3011.11,0.0,3011.11
612,Correa-Razo,3000.55,0.0,3000.55
4648,Rentería-Patiño SRL,2999.77,0.0,2999.77
3673,Requena-Galván y Flia.,2999.7,0.0,2999.7
2668,Reynoso-Villaseñor,4478.27,1480.39,2997.88
1073,Sosa de Robles e Hija,2989.17,0.0,2989.17
2286,Mercado-Marroquín,2980.3,0.0,2980.3
448,Arias-Garibay,2976.24,0.0,2976.24
57,Miramontes y Alvarado,2974.34,0.0,2974.34
3132,Aguilera de Más SRL,2973.7,0.0,2973.7
3402,Delatorre y Espinosa y Flia.,2967.86,0.0,2967.86
2197,Asociación Macías-Coronado,3249.25,283.65,2965.6
1741,Corporación Pantoja y Flia.,2961.05,0.0,2961.05
297,Fonseca de Bustamante S. de H.,2959.08,0.0,2959.08
1294,Mayorga de Jaramillo,2950.87,0.0,2950.87
2413,Olivares y Martínez S. de H.,2949.12,0.0,2949.12
3922,Rolón-Jaimes e Hijos,2944.41,0.0,2944.41
53,Ramón de Domingo y Flia.,2939.33,0.0,2939.33
4584,Vigil de Lemus S. de H.,2937.97,0.0,2937.97
711,Empresa Girón-Sisneros,2936.37,0.0,2936.37
2481,Herrero y Espino e Hija,2936.13,0.0,2936.13
2456,"Marrero, Rivas y Arriaga e Hijos",2930.22,0.0,2930.22
1859,"Crespo, Casillas y Farías e Hijos",2926.53,0.0,2926.53
1368,Rincón de Barragán,2923.3,0.0,2923.3
3696,Global Coronado y Flia.,2921.65,0.0,2921.65
1938,Asociación Arellano,4223.3,1306.96,2916.34
768,Olvera-Blasco,2914.97,0.0,2914.97
1137,Reyes-Morán SRL,3030.71,116.84,2913.87
1820,Air Segovia,2910.29,0.0,2910.29
2844,Bernal de Acosta y Flia.,2908.47,0.0,2908.47
959,Global Mares,2907.53,0.0,2907.53
4685,Canales de Delatorre,2906.9,0.0,2906.9
2809,Viajes Barrios-Collado,2903.67,0.0,2903.67
643,Grupo Martí,2902.89,0.0,2902.89
4803,Sosa de Rentería,4182.03,1280.88,2901.15
2865,Soria-Deleón SA,2896.98,0.0,2896.98
3020,Abeyta y Segovia,2889.59,0.0,2889.59
939,Guerra de Polanco SA,2885.83,0.0,2885.83
918,Ruvalcaba de De Anda,2882.33,0.0,2882.33
1770,Olivárez de Salinas e Hijo,2874.38,0.0,2874.38
1748,González-Del Río,2871.59,0.0,2871.59
2373,Vicente y Gámez,2869.31,0.0,2869.31
4678,Grupo Rosas SA,3643.88,774.81,2869.07
4170,Espino y Herrero y Flia.,2868.26,0.0,2868.26
1801,Sanz de Alejandro e Hija,3821.5,968.14,2853.36
4272,"Espinosa, Pozo y Marín S. de H.",2847.77,0.0,2847.77
1333,Grupo Guardado SRL,2860.34,13.6,2846.74
3782,Global Melgar,2840.19,0.0,2840.19
2036,Asociación Pons-Ortega,2837.11,0.0,2837.11
2546,Viajes Bañuelos,2836.96,0.0,2836.96
1276,Riojas y Rodarte SRL,3998.77,1162.65,2836.12
3160,Casado-Juárez y Asoc.,3581.17,748.14,2833.03
3982,"De Anda, Adorno y Escobedo SA",2831.17,0.0,2831.17
4158,Ledesma-Osorio,2825.26,0.0,2825.26
4912,Asociación Herrera-Salgado,2821.92,0.0,2821.92
4688,"Valentín, Lebrón y Laboy e Hijos",3820.3,1001.03,2819.27
2336,Cervántez-Santiago,2819.08,0.0,2819.08
4400,Fernández y Baeza e Hija,2818.49,0.0,2818.49
3714,Carballo de Portillo,2817.54,0.0,2817.54
4606,Viajes Tamez,2816.69,0.0,2816.69
2820,Mendoza-Sepúlveda y Asoc.,2812.19,0.0,2812.19
3570,Global Santana e Hija,3859.11,1048.52,2810.59
3920,Ulibarri de Riojas,2808.67,0.0,2808.67
654,Ruiz y Cotto,2805.08,0.0,2805.08
3009,Grupo Granados-Hernándes,2801.83,0.0,2801.83
763,Grupo Espinoza SA,2789.54,0.0,2789.54
2511,"Casas, Jaramillo y Piñeiro S. de H.",2787.86,0.0,2787.86
3016,Global Arreola,2787.43,0.0,2787.43
1933,Air Saldaña S. de H.,2780.52,0.0,2780.52
4130,Galindo-Prado e Hijo,2775.25,0.0,2775.25
1668,Altamirano-Urías,2774.94,0.0,2774.94
4929,Viajes Montemayor,4966.05,2201.57,2764.48
1171,Gestora Niño,2764.45,0.0,2764.45
753,Empresa Cornejo,2762.53,0.0,2762.53
158,Huerta de Huerta,2760.47,0.0,2760.47
3756,Alcala de Vanegas SRL,2760.35,0.0,2760.35
3392,Alva y Corrales e Hija,2759.82,0.0,2759.82
2776,Calvillo de Orellana SRL,2758.87,0.0,2758.87
1771,Hinojosa-Linares,2757.36,0.0,2757.36
1577,Gestora Apodaca-Cordero,2753.76,0.0,2753.76
1672,Rincón de Venegas,2753.34,0.0,2753.34
441,Guajardo de Esquivel,2747.88,0.0,2747.88
4489,Ocampo-Madrigal,2747.88,0.0,2747.88
2464,"Paredes, Olivárez y Aparicio e Hija",2744.65,0.0,2744.65
2787,Cobo y Román e Hijos,2742.25,0.0,2742.25
809,Regalado de Lorente y Flia.,2736.62,0.0,2736.62
2212,Sanz-Puig e Hijos,4522.3,1787.53,2734.77
1275,"Villareal, Archuleta y Cabrera S. de H.",3229.76,506.27,2723.49
1869,Rascón y Peres,2720.37,0.0,2720.37
3889,Air Menchaca-Flórez,2714.38,0.0,2714.38
3096,Rosales de Guzmán,4295.39,1581.16,2714.23
4149,Empresa Jiménez-Banda,2714.15,0.0,2714.15
519,Ponce y Benito e Hijos,4146.28,1432.68,2713.6
2807,Alva-Quiñónez,2869.13,165.94,2703.19
2327,Cornejo-Frías y Asoc.,2700.23,0.0,2700.23
1324,"Esteve, Rentería y Delagarza SA",3729.03,1029.02,2700.01
3400,Jáquez y Rincón,2699.84,0.0,2699.84
4672,Asociación Arenas e Hijo,2699.41,0.0,2699.41
3588,Gestora Jimínez,2699.21,0.0,2699.21
2907,Ozuna-Román,2698.84,0.0,2698.84
4325,Corporación Carranza,2698.47,0.0,2698.47
1533,Domenech-Pineda,4201.16,1510.83,2690.33
1302,Salcedo de Trujillo,2688.07,0.0,2688.07
833,Air Patiño e Hijos,2683.7,0.0,2683.7
13,Mesa de Partida,2681.42,0.0,2681.42
3882,Salazar de Castillo,2681.29,0.0,2681.29
4772,"Limón, Medrano y Galarza e Hijo",2680.86,0.0,2680.86
2760,Air Gálvez,4507.9,1827.1,2680.8
2866,Yáñez y Batista,2679.57,0.0,2679.57
745,Osorio-Badillo,3889.42,1214.52,2674.9
439,Pabón-Ornelas,2667.64,0.0,2667.64
2055,Bahena de Cruz y Asoc.,3516.94,851.72,2665.22
1318,Gallego-Reina e Hija,2659.11,0.0,2659.11
3062,Salcido y Téllez,3791.85,1136.28,2655.57
989,Naranjo-Meraz,2655.24,0.0,2655.24
2690,Viajes Brito e Hijos,2654.01,0.0,2654.01
4962,Negrón y Chapa S. de H.,2648.43,0.0,2648.43
940,Salcido-Dávila,2646.0,0.0,2646.0
1774,Viajes Estévez-Quintanilla,2628.55,0.0,2628.55
4646,Saucedo de Bueno,3029.53,405.11,2624.42
4359,Escalante-Calvo,2620.46,0.0,2620.46
4602,"Rodrigo, Pineda y Samaniego e Hijo",2612.39,0.0,2612.39
3077,"Jasso, Apodaca y Delao e Hija",2894.47,285.05,2609.42
4045,Global Méndez-Ros,2606.0,0.0,2606.0
4106,Luján y Cortés e Hijo,2602.43,0.0,2602.43
1524,Galán y Cuesta e Hijo,2602.12,0.0,2602.12
4094,Aguayo y Zúñiga,2598.93,0.0,2598.93
2444,Llorente de Vera y Asoc.,2593.95,0.0,2593.95
3107,Pereira y Chacón,2593.52,0.0,2593.52
3820,Asociación Valencia-Meraz,2586.87,0.0,2586.87
4097,Vila de Vega,3228.31,646.6,2581.71
3443,Altamirano-Rascón y Asoc.,2580.9,0.0,2580.9
4683,Agosto-Casillas S. de H.,2577.23,0.0,2577.23
143,Lugo y Navas S. de H.,2573.95,0.0,2573.95
2143,Viajes Aguilar SRL,2569.01,0.0,2569.01
4885,Global Alcántar y Flia.,2568.05,0.0,2568.05
4662,Miranda-Medrano SRL,2566.76,0.0,2566.76
1411,Martínez y Gracia SRL,3304.47,739.27,2565.2
808,Carranza-Anaya e Hijo,2836.85,271.73,2565.12
854,Air Reyes,2561.26,0.0,2561.26
4167,Ortíz-Barrios,2560.62,0.0,2560.62
1345,Pulido de Plaza,2556.63,0.0,2556.63
1041,Centro Delagarza y Asoc.,3094.03,539.4,2554.63
2916,Alfaro y Aguilar,2548.81,0.0,2548.81
1731,Espinal y Villalba y Flia.,2548.42,0.0,2548.42
51,Global Peláez SRL,2546.57,0.0,2546.57
3152,Estévez-Noriega,4338.84,1795.06,2543.78
133,Rubio de Rodarte,2540.59,0.0,2540.59
2670,Alfonso y Orta S. de H.,3126.43,589.28,2537.15
1352,Corporación Blasco,4999.4,2462.99,2536.41
4536,Cuesta y Riera,2534.2,0.0,2534.2
4789,Mejía-Berríos S. de H.,2534.2,0.0,2534.2
1679,"Aguilera, Andrés y Adorno S. de H.",3107.58,574.97,2532.61
1788,Montañez y Caldera,2532.42,0.0,2532.42
673,Jaime-Lara e Hijo,2531.86,0.0,2531.86
943,Centro Manzano,2530.3,0.0,2530.3
2945,Centeno de Granado SRL,2527.37,0.0,2527.37
1908,Delagarza y Jaramillo y Flia.,2750.88,224.94,2525.94
1655,Serra-Miguel,4583.66,2060.23,2523.43
3087,Salazar-Frías,2518.23,0.0,2518.23
2104,Air Gaytán-Ojeda,3772.94,1255.45,2517.49
216,Atencio-Espino SA,3354.9,838.47,2516.43
3489,Grupo Vera e Hijos,2514.73,0.0,2514.73
3395,"Madrid, Arroyo y Valenzuela e Hijos",2514.16,0.0,2514.16
1773,"Armenta, Figueroa y Becerra y Flia.",2511.67,0.0,2511.67
2944,Global Venegas-Barragán,2511.43,0.0,2511.43
3795,Delrío y Monroy,2511.08,0.0,2511.08
4473,Rodrigo-Román,2508.94,0.0,2508.94
3737,Gestora Garibay-Rodrigo,2504.2,0.0,2504.2
2279,Cobo-Ponce,2503.92,0.0,2503.92
4327,Marcos de Barela,3898.34,1396.7,2501.64
3528,Longoria-Borrego,2501.45,0.0,2501.45
1515,Ocasio-Barajas e Hijos,2499.74,0.0,2499.74
2721,Viajes Sedillo-Ozuna,2497.69,0.0,2497.69
1019,Centro Murillo,2496.4,0.0,2496.4
4214,Cantú-Gamboa,2490.65,0.0,2490.65
2003,Saldaña-Guerra,3339.62,853.21,2486.41
4921,Viajes Escobedo y Asoc.,4206.39,1722.23,2484.16
549,Air Gonzáles y Asoc.,2480.26,0.0,2480.26
665,Peralta y Oquendo e Hijos,2480.13,0.0,2480.13
3310,"Zarate, Castañeda y Marín S. de H.",2475.57,0.0,2475.57
1555,Partida y Galán,2475.07,0.0,2475.07
2179,Gestora Montez e Hijos,2468.47,0.0,2468.47
1852,González y Rojo,3548.44,1080.8,2467.64
1425,Global Portillo,2866.55,400.41,2466.14
4365,"Brito, Angulo y Longoria y Flia.",2458.91,0.0,2458.91
424,Díaz-Orozco,2458.55,0.0,2458.55
2393,Jasso-Quintanilla e Hija,3124.85,668.3,2456.55
2265,Moya y Huerta y Flia.,2606.33,150.04,2456.29
4729,Limón y Naranjo,2884.09,438.88,2445.21
269,Empresa Villalobos-Tórrez,2469.3,26.35,2442.95
3801,Centro Valles-Delacrúz,3403.56,960.79,2442.77
4133,Palacios de Baeza,2436.88,0.0,2436.88
781,Olivera y Mascareñas,2435.87,0.0,2435.87
1878,Badillo-Toledo,2434.77,0.0,2434.77
2516,Bonilla-Benito,2428.77,0.0,2428.77
4649,Sáenz de Salcido,2427.87,0.0,2427.87
4044,Air Bueno,2427.84,0.0,2427.84
4538,Mascareñas de Domínquez e Hijo,2425.54,0.0,2425.54
4477,Global Rodarte,2424.19,0.0,2424.19
789,Air Segura,2417.75,0.0,2417.75
2359,Air Rentería,2416.12,0.0,2416.12
3136,Granado y Caballero,2415.73,0.0,2415.73
1154,Gestora Olivo-Aponte,3546.25,1131.1,2415.15
2024,Botello-Valle e Hija,2414.95,0.0,2414.95
1256,Gestora Abrego y Asoc.,2411.17,0.0,2411.17
603,Pagan y Reina,2407.23,0.0,2407.23
2039,"Zamudio, Vallejo y Casárez y Asoc.",2402.5,0.0,2402.5
271,Chacón-Orellana e Hija,2393.67,0.0,2393.67
4526,Madrigal y Santacruz,2390.92,0.0,2390.92
4665,"Guerrero, Alvarado y Olivo SRL",2390.63,0.0,2390.63
2502,"Salas, Delapaz y Guardado y Asoc.",2380.9,0.0,2380.9
2735,Grupo Quiñónez y Asoc.,2850.85,471.88,2378.97
771,Gestora Torres,2378.1,0.0,2378.1
185,Serrano y Colón,2374.71,0.0,2374.71
1558,Véliz-Armenta,2371.4,0.0,2371.4
3388,Montenegro y Cintrón,2366.86,0.0,2366.86
1838,"Venegas, Carvajal y Piñeiro e Hija",2364.6,0.0,2364.6
5,Miranda y Torres e Hijos,2361.96,0.0,2361.96
1176,Soto de Solano,2358.5,0.0,2358.5
1860,Viajes Bahena,2357.26,0.0,2357.26
901,Antón de Paz y Flia.,2353.99,0.0,2353.99
797,Oliver-Arreola e Hijo,2346.41,0.0,2346.41
4023,Ochoa de Corral e Hijos,2344.32,0.0,2344.32
4530,"Giménez, Aguilera y Cisneros y Asoc.",2344.09,0.0,2344.09
4314,Benavídez de Pardo,2343.53,0.0,2343.53
595,Orta de Galindo e Hija,2338.24,0.0,2338.24
3244,Grupo Duran S. de H.,2335.72,0.0,2335.72
3525,"Martos, Sotelo y Pardo SA",2331.39,0.0,2331.39
71,Empresa Arevalo-Ros,2331.35,0.0,2331.35
