serie_correlativo;numero;nombre_empresa;fecha_de_emision;hora_de_emision;nom_proveedor;cat_proveedor;tipo_documento;doc_proveedor;items;factura.fecha_emision;factura.cliente;factura.id_cliente;factura.total;factura.moneda;factura.estado;item.id_producto;item.codigo_producto;item.nom_producto;item.categoria_producto;item.cantidad;item.valor_unitario;item.precio_unitario;item.descuento;item.subtotal;item.porcentaje_de_igv;item.igv;item.total;item.moneda;item.tipo_de_cambio;item.id_estado;item.nombre_estado;item.id_vendedor;item.nom_vendedor;item.id_cuenta_analitica;item.nom_cuenta_analitica;item.distribucion_analitica;item.evento.id_evento;item.evento.nom_evento;item.evento.Fecha_hora_ini_event;item.evento.Fecha_hora_fin_event;item.evento.id_organizador;item.evento.nom_organizador;item.evento.tipo_organizador
(01) Factura FB01;00000070;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 15:15;G & N MUSIC S.A.C.;;6;20611018925;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 76.27, 'precio_unitario': 90.0, 'descuento': None, 'subtotal': 76.27, 'porcentaje_de_igv': '18.00', 'igv': 13.73, 'total': 90.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'G & N MUSIC S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;76.27;90;;76.27;18;13.73;90;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;G & N MUSIC S.A.C.;
(01) Factura FB01;00000069;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 14:53;G & N MUSIC S.A.C.;;6;20611018925;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 67.8, 'precio_unitario': 80.0, 'descuento': None, 'subtotal': 67.8, 'porcentaje_de_igv': '17.99', 'igv': 12.2, 'total': 80.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'G & N MUSIC S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;67.8;80;;67.8;17.99;12.2;80;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;G & N MUSIC S.A.C.;
(01) Factura FB01;00000068;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 14:32;G & N MUSIC S.A.C.;;6;20611018925;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 50.85, 'precio_unitario': 60.0, 'descuento': None, 'subtotal': 50.85, 'porcentaje_de_igv': '17.99', 'igv': 9.15, 'total': 60.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'G & N MUSIC S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;50.85;60;;50.85;17.99;9.15;60;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;G & N MUSIC S.A.C.;
(01) Factura FB01;00000067;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 12:51;G & N MUSIC S.A.C.;;6;20611018925;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN VAOPE SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 33.9, 'precio_unitario': 40.0, 'descuento': None, 'subtotal': 33.9, 'porcentaje_de_igv': '17.99', 'igv': 6.1, 'total': 40.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'G & N MUSIC S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN VAOPE SEGUN CONTRATO -;;1;33.9;40;;33.9;17.99;6.1;40;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;G & N MUSIC S.A.C.;
(01) Factura FB01;00000066;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 12:28;G & N MUSIC S.A.C.;;6;20611018925;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 74.58, 'precio_unitario': 88.0, 'descuento': None, 'subtotal': 74.58, 'porcentaje_de_igv': '17.99', 'igv': 13.42, 'total': 88.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'G & N MUSIC S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;74.58;88;;74.58;17.99;13.42;88;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;G & N MUSIC S.A.C.;
(01) Factura FB01;00000065;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 12:09;G & N MUSIC S.A.C.;;6;20611018925;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 169.49, 'precio_unitario': 200.0, 'descuento': None, 'subtotal': 169.49, 'porcentaje_de_igv': '18.00', 'igv': 30.51, 'total': 200.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'G & N MUSIC S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;169.49;200;;169.49;18;30.51;200;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;G & N MUSIC S.A.C.;
(01) Factura FB01;00000064;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 12:08;G & N MUSIC S.A.C.;;6;20611018925;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 127.12, 'precio_unitario': 150.0, 'descuento': None, 'subtotal': 127.12, 'porcentaje_de_igv': '18.00', 'igv': 22.88, 'total': 150.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'G & N MUSIC S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;127.12;150;;127.12;18;22.88;150;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;G & N MUSIC S.A.C.;
(01) Factura FB01;00000063;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 10:46;JP Producciones Generales EIRL;Cliente;6;20608361074;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'PERSONAL -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 101.69, 'precio_unitario': 119.99, 'descuento': None, 'subtotal': 101.69, 'porcentaje_de_igv': '18.00', 'igv': 18.3, 'total': 119.99, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'JP Producciones Generales EIRL', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;PERSONAL -;;1;101.69;119.99;;101.69;18;18.3;119.99;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;JP Producciones Generales EIRL;
(01) Factura FB01;00000062;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 10:20;JP Producciones Generales EIRL;Cliente;6;20608361074;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 33.9, 'precio_unitario': 40.0, 'descuento': None, 'subtotal': 33.9, 'porcentaje_de_igv': '17.99', 'igv': 6.1, 'total': 40.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'JP Producciones Generales EIRL', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;33.9;40;;33.9;17.99;6.1;40;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;JP Producciones Generales EIRL;
(01) Factura FB01;00000061;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 10:17;JP Producciones Generales EIRL;Cliente;6;20608361074;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 16.95, 'precio_unitario': 20.0, 'descuento': None, 'subtotal': 16.95, 'porcentaje_de_igv': '17.99', 'igv': 3.05, 'total': 20.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'JP Producciones Generales EIRL', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;16.95;20;;16.95;17.99;3.05;20;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;JP Producciones Generales EIRL;
(01) Factura FB01;00000060;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 10:03;JP Producciones Generales EIRL;Cliente;6;20608361074;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 84.75, 'precio_unitario': 100.01, 'descuento': None, 'subtotal': 84.75, 'porcentaje_de_igv': '18.01', 'igv': 15.26, 'total': 100.01, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'JP Producciones Generales EIRL', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;84.75;100.01;;84.75;18.01;15.26;100.01;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;JP Producciones Generales EIRL;
(01) Factura FB01;00000059;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 09:57;CORPORACION MUKANRANKO S.A.C.;;6;20609593076;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 55.93, 'precio_unitario': 66.0, 'descuento': None, 'subtotal': 55.93, 'porcentaje_de_igv': '18.00', 'igv': 10.07, 'total': 66.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'CORPORACION MUKANRANKO S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;55.93;66;;55.93;18;10.07;66;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;CORPORACION MUKANRANKO S.A.C.;
(01) Factura FB01;00000058;COLABORATIVA S.A.C.;17/09/2025;3/10/2025 09:52;CORPORACION MUKANRANKO S.A.C.;;6;20609593076;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 74.58, 'precio_unitario': 88.0, 'descuento': None, 'subtotal': 74.58, 'porcentaje_de_igv': '17.99', 'igv': 13.42, 'total': 88.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'CORPORACION MUKANRANKO S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];17/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;74.58;88;;74.58;17.99;13.42;88;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;CORPORACION MUKANRANKO S.A.C.;
(01) Factura F001;00000100;COLABORATIVA S.A.C.;16/09/2025;3/10/2025 11:05;A & Q AYLLU S.A.C.;;6;20609168961;[{'id_producto': '1', 'codigo_producto': '232', 'nom_producto': 'DESARROLLO DE CONTENIDO', 'categoria_producto': 'service', 'cantidad': '1.0', 'valor_unitario': 0.0, 'precio_unitario': 0.0, 'descuento': None, 'subtotal': 0.0, 'porcentaje_de_igv': '0.00', 'igv': 0.0, 'total': 0.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'paid', 'nombre_estado': 'Pagado', 'evento': {'id_evento': '2', 'nom_evento': 'Corazón Serrano - Almuerzo de camaradería', 'Fecha_hora_ini_event': '2021-08-01', 'Fecha_hora_fin_event': '2021-08-01', 'id_organizador': '', 'nom_organizador': 'A & Q AYLLU S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 101, 'nom_cuenta_analitica': '[Validadores] DELIVERY', 'distribucion_analitica': [[{'código': 101, 'nom_distribucion': 'DELIVERY', 'sub_categoria': '', 'porcentaje': '100.00'}, {'código': 102, 'nom_distribucion': 'IME', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];16/09/2025;;;;;;1;232;DESARROLLO DE CONTENIDO;service;1;0;0;;0;0;0;0;1;;paid;Pagado;2;SAMUEL CHUQUISTA;101;[Validadores] DELIVERY;[[{'código': 101, 'nom_distribucion': 'DELIVERY', 'sub_categoria': '', 'porcentaje': '100.00'}, {'código': 102, 'nom_distribucion': 'IME', 'sub_categoria': '', 'porcentaje': '100.00'}]];2;Corazón Serrano - Almuerzo de camaradería;1/08/2021;1/08/2021;;A & Q AYLLU S.A.C.;
(01) Factura FB01;00000057;COLABORATIVA S.A.C.;12/09/2025;3/10/2025 13:12;CORPORACION MUKANRANKO S.A.C.;;6;20609593076;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 33.9, 'precio_unitario': 40.0, 'descuento': None, 'subtotal': 33.9, 'porcentaje_de_igv': '17.99', 'igv': 6.1, 'total': 40.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'CORPORACION MUKANRANKO S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];12/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;33.9;40;;33.9;17.99;6.1;40;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;CORPORACION MUKANRANKO S.A.C.;
(01) Factura FB01;00000056;COLABORATIVA S.A.C.;12/09/2025;3/10/2025 13:08;CORPORACION MUKANRANKO S.A.C.;;6;20609593076;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 65.25, 'precio_unitario': 77.0, 'descuento': None, 'subtotal': 65.25, 'porcentaje_de_igv': '18.01', 'igv': 11.75, 'total': 77.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'CORPORACION MUKANRANKO S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];12/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;65.25;77;;65.25;18.01;11.75;77;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;CORPORACION MUKANRANKO S.A.C.;
(01) Factura FB01;00000055;COLABORATIVA S.A.C.;8/09/2025;3/10/2025 18:07;CORPORACION MUKANRANKO S.A.C.;;6;20609593076;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 118.64, 'precio_unitario': 140.0, 'descuento': None, 'subtotal': 118.64, 'porcentaje_de_igv': '18.00', 'igv': 21.36, 'total': 140.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'CORPORACION MUKANRANKO S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];8/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;118.64;140;;118.64;18;21.36;140;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;CORPORACION MUKANRANKO S.A.C.;
(01) Factura FB01;00000054;COLABORATIVA S.A.C.;8/09/2025;3/10/2025 18:02;CORPORACION MUKANRANKO S.A.C.;;6;20609593076;[{'id_producto': '1', 'codigo_producto': '', 'nom_producto': 'COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -', 'categoria_producto': '', 'cantidad': '1.0', 'valor_unitario': 110.17, 'precio_unitario': 130.0, 'descuento': None, 'subtotal': 110.17, 'porcentaje_de_igv': '18.00', 'igv': 19.83, 'total': 130.0, 'moneda': '1', 'tipo_de_cambio': '', 'id_estado': 'not_paid', 'nombre_estado': 'Sin pagar', 'evento': {'id_evento': '', 'nom_evento': '', 'Fecha_hora_ini_event': '', 'Fecha_hora_fin_event': '', 'id_organizador': '', 'nom_organizador': 'CORPORACION MUKANRANKO S.A.C.', 'tipo_organizador': ''}, 'id_vendedor': 2, 'nom_vendedor': 'SAMUEL CHUQUISTA', 'id_cuenta_analitica': 137, 'nom_cuenta_analitica': 'TI', 'distribucion_analitica': [[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]]}];8/09/2025;;;;;;1;;COMISIÓN PAGOS DIGITALES SEGUN CONTRATO -;;1;110.17;130;;110.17;18;19.83;130;1;;not_paid;Sin pagar;2;SAMUEL CHUQUISTA;137;TI;[[{'código': 137, 'nom_distribucion': 'TI', 'sub_categoria': '', 'porcentaje': '100.00'}]];;;;;;CORPORACION MUKANRANKO S.A.C.;
